	LCA_simplified	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_27636	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	unclassified
OTU_27650	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	unclassified	unclassified	unclassified
OTU_27652	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_shakespearei
OTU_27664	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_27677	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	unclassified	unclassified
OTU_27682	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27692	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	OPB54	unclassified	unclassified
OTU_27694	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_27705	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_27723	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_27724	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_shakespearei
OTU_27725	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27729	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_shakespearei
OTU_27733	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
OTU_27738	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_27757	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_27760	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_27780	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_27782	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27802	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_27813	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	unclassified
OTU_27814	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_27821	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified
OTU_27823	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
OTU_27840	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified
OTU_27843	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_birminghamensis
OTU_27846	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	DSSF69	unclassified	unclassified
OTU_27851	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_27855	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	unclassified
OTU_27857	Armatimonadetes	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	unclassified	unclassified	unclassified
OTU_27877	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_27892	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
OTU_27895	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27904	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_27907	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_27917	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	unclassified
OTU_27920	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	DA023	unclassified	unclassified	unclassified
OTU_27925	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_27928	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_27936	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_27940	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter	unclassified
OTU_27941	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified
OTU_27953	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Fodinibacter	marine_actinobacterium_YM25_85
OTU_27970	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_birminghamensis
OTU_27973	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27978	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	unclassified
OTU_27983	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_27985	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27992	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28005	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified
OTU_28007	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28008	TA18	Bacteria	Proteobacteria	TA18	unclassified	unclassified	unclassified	unclassified
OTU_28010	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_28011	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
OTU_28012	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28020	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	Sorangium
OTU_28022	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	unclassified
OTU_28023	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	unclassified
OTU_28027	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_28036	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_28042	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_28046	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_gasigenes
OTU_28051	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_28058	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_28061	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_28081	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
OTU_28103	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	unclassified
OTU_28126	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	DA023	unclassified	unclassified	unclassified
OTU_28129	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_28133	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	unclassified	unclassified
OTU_28172	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_28198	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	OPB54	unclassified	unclassified
OTU_28202	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	unclassified
OTU_28203	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28204	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28207	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Catellibacterium	unclassified
OTU_28217	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_28221	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28225	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	unclassified
OTU_28226	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_28231	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter	unclassified
OTU_28232	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified
OTU_28233	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	unclassified	unclassified	unclassified	unclassified
OTU_28235	TA18	Bacteria	Proteobacteria	TA18	unclassified	unclassified	unclassified	unclassified
OTU_28245	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_28246	Candidate_division_TM7	Bacteria	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28275	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_28295	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_28300	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_28308	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI_Incertae_Sedis	Tissierella	unclassified
OTU_28316	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_28319	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_28323	Planctomycetes	Bacteria	Planctomycetes	OM190	unclassified	unclassified	unclassified	unclassified
OTU_28324	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_28327	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_28333	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	unclassified	unclassified	unclassified
OTU_28340	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	unclassified
OTU_28354	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unclassified	unclassified
OTU_28355	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	unclassified
OTU_28359	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	P__palm_C_A_51	unclassified	unclassified
OTU_28362	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28374	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Catellibacterium	unclassified
OTU_28378	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_28382	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified	unclassified
OTU_28390	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_28400	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28402	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_28404	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_28415	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_28418	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	OM60(NOR5)_clade	unclassified
OTU_28421	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_28424	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_28434	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28440	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_28447	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	filamentous_bacterium_Plant1_Iso10B
OTU_28452	Planctomycetes	Bacteria	Planctomycetes	OM190	unclassified	unclassified	unclassified	unclassified
OTU_28463	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_28464	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
OTU_28473	Deinococcus_Thermus	Bacteria	Deinococcus_Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	unclassified
OTU_28475	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	unclassified	unclassified	unclassified
OTU_28480	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	unclassified
OTU_28482	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28484	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia	unclassified
OTU_28493	Armatimonadetes	Bacteria	Armatimonadetes	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28508	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	unclassified
OTU_28525	Planctomycetes	Bacteria	Planctomycetes	vadinHA49	unclassified	unclassified	unclassified	unclassified
OTU_28528	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28533	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_28538	SM2F11	Bacteria	SM2F11	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28553	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_28554	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_28555	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	GOBB3_C201	Sphingomonas_sp__HTCC500	unclassified
OTU_28569	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	wr0007	unclassified	unclassified
OTU_28571	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	unclassified
OTU_28576	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified
OTU_28578	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_28581	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	AKIW852	unclassified	unclassified
OTU_28588	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_28592	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_28600	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_28601	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
OTU_28607	Verrucomicrobia	Bacteria	Verrucomicrobia	OPB35_soil_group	unclassified	unclassified	unclassified	unclassified
OTU_28617	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_28639	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	unclassified	unclassified
OTU_28640	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	unclassified	unclassified	unclassified
OTU_28641	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_28645	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9_marine_group	unclassified	unclassified
OTU_28654	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	unclassified
OTU_28662	Deinococcus_Thermus	Bacteria	Deinococcus_Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	unclassified
OTU_28664	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	F0723	alpha_proteobacterium_KC_IT_H2	unclassified
OTU_28672	Firmicutes	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	unclassified
OTU_28673	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
OTU_28691	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
OTU_28697	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	unclassified
OTU_28700	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
OTU_28704	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
