gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3,Atha_WT-Col-0_sl_LN2_Rep1_n2-1,Atha_WT-Col-0_sl_LN2_Rep2_n2-2,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3
AT5G53487,0,0,0,0,0,0,0,0,0,0,0,0
AT5G53490,860,613,594,226,652,546,231,247,170,153,193,259
AT5G53500,660,314,316,497,355,444,150,175,122,129,143,237
AT5G53510,2,3,7,15,4,4,0,0,2,3,1,0
AT5G53520,7,12,6,17,26,26,7,9,6,8,7,23
AT5G53530,586,299,303,312,456,577,226,303,250,177,301,277
AT5G53540,670,544,576,484,685,745,261,254,177,196,278,332
AT5G53550,1411,483,484,1039,878,1171,405,607,441,358,785,632
AT5G53560,2843,2132,1851,1213,2879,2943,1291,1541,1297,1072,2975,1514
AT5G53570,1214,836,772,1165,1175,1445,503,510,452,417,765,695
AT5G53580,833,605,585,502,642,684,179,129,120,146,145,220
AT5G53590,128,150,235,123,431,349,222,270,245,179,307,308
AT5G53592,0,1,0,0,0,1,0,0,0,0,0,0
AT5G53600,0,1,1,2,4,1,2,0,0,1,0,3
AT5G53610,1,0,0,2,2,1,0,0,0,1,0,9
AT5G53620,1603,756,885,987,946,1339,426,397,293,337,407,575
AT5G53635,3,1,0,3,5,2,0,0,0,0,2,1
AT5G53637,0,0,0,2,1,0,0,0,0,0,0,0
AT5G53640,0,2,0,0,0,2,0,0,0,0,1,0
AT5G53650,193,125,141,123,147,197,56,54,38,51,70,72
AT5G53660,4817,2735,2562,1727,2789,2990,1166,935,829,487,691,1075
AT5G53670,17,10,10,8,15,16,1,0,0,1,2,7
AT5G53680,0,3,4,0,6,1,0,1,1,2,10,0
AT5G53700,2,5,8,6,10,4,8,2,3,3,4,7
AT5G53710,26,14,15,5,14,10,5,3,8,17,32,46
AT5G53720,0,0,0,0,0,0,0,0,0,0,0,0
AT5G53730,93,62,78,180,138,231,24,25,28,48,50,82
AT5G53740,644.37,182,305.6,223,161,294,303,135,97,35,73,20.02
AT5G53742,0,2,2,3,1,2,1,1,0,2,1,0
AT5G53750,213,188,186,238,293,260,168,127,117,105,349,161
AT5G53760,333,170,157,144,300,270,163,172,116,101,208,179
AT5G53770,539,280,336,386,321,510,128,109,91,114,175,214
AT5G53780,0,6,4,10,4,3,1,0,0,0,1,1
AT5G53790,0,2,2,3,8,1,0,0,0,0,1,0
AT5G53800,231,71,124,129,150,172,58,25,16,66,83,77
AT5G53810,9,12,13,15,28,17,3,5,4,6,5,15
AT5G53820,0,0,0,2,1,2,3,0,1,1,1,0
AT5G53830,532,354,294,237,569,470,209,304,301,198,367,387
AT5G53840,2,2,4,6,3,1,1,0,0,1,2,0
AT5G53850,1904,837,960,1071,957,1372,532,536,399,406,592,604
AT5G53860,2074,1326,1276,1424,1277,1795,470,404,314,335,433,538
AT5G53870,32,139,140,52,267,147,10,74,29,673,623,1424
AT5G53880,320,453,498,77,341,223,66,83,57,124,133,128
AT5G53890,416,309,314,284,381,386,149,121,104,186,184,251
AT5G53895,429,18,22,130,24,101,138,53,38,124,72,135
AT5G53900,336,220,313,290,372,390,105,89,88,136,164,176
AT5G53902,2519.17,1384.65,2141.03,2825.7,1091.74,1847.61,2176.43,866.35,816.77,347.64,566.32,157.71
AT5G53905,359.09,147,291.79,68,153.76,255.82,372.19,194.76,94,59,65.9,28.98
AT5G53910,0,3,1,4,1,1,0,0,0,0,2,0
AT5G53920,49,46,42,40,53,73,20,17,15,21,32,27
AT5G53930,256,154,153,189,190,244,108,80,92,69,141,124
AT5G53940,261,124,141,84,123,181,76,57,47,57,77,70
AT5G53950,69,22,32,44,36,52,11,4,3,11,10,10
AT5G53960,0,0,0,2,0,0,0,0,0,0,0,0
AT5G53970,262,207,219,202,267,272,112,97,76,98,187,142
AT5G53980,969,1142,867,766,1159,1398,296,595,504,342,475,538
AT5G53990,133,118,122,94,270,207,60,183,226,115,898,172
AT5G54000,38,2,3,8,11,11,5,9,6,23,11,10
AT5G54010,3,4,8,20,17,6,1,1,0,2,2,2
AT5G54020,143,49,57,55,71,75,37,41,22,31,16,57
AT5G54030,44.33,41.75,36.52,46.18,53.37,43.72,24.5,45.42,21.69,24.7,14,26.57
AT5G54035,1,1,4,0,2,4,3,5,1,1,3,2
AT5G54040,13,22,19,21,52,45,32,29,20,13,9,40
AT5G54043,1,0,1,2,5,3,1,2,0,0,0,1
AT5G54050,8.67,13.25,34.48,11.82,36.63,37.28,14.5,10.58,9.31,10.3,6,19.43
AT5G54060,46,13,11,27,22,14,2,1,2,12,7,13
AT5G54062,4,8,2,4,6,2,0,0,0,1,0,1
AT5G54067,1,0,3,0,1,0,0,0,0,2,0,0
AT5G54070,347.54,153,321.61,58,132.24,245.18,366.81,133.24,110,45,73.1,40
AT5G54075,6278.83,3011.35,4233.97,1620.29,1996.26,4164.39,6286.57,2502.65,1885.23,954.36,1320.68,551.29
AT5G54080,817,625,741,1246,1770,2035,514,584,524,598,961,1033
AT5G54090,150,65,75,102,109,116,49,51,31,55,60,64
AT5G54095,5,8,13,6,3,8,4,0,2,3,5,8
AT5G54100,452,290,353,155,275,283,526,120,137,69,142,138
AT5G54110,685,469,516,649,764,867,262,340,286,260,611,422
AT5G54130,102,67,64,150,108,173,35,58,29,55,69,91
AT5G54140,87,61,57,98,111,134,46,84,60,58,80,80
AT5G54145,181,206,173,152,286,259,97,200,111,154,80,189
AT5G54148,0,2,1,0,1,1,0,0,0,2,0,0
AT5G54150,0,0,0,0,0,1,0,0,0,0,0,0
AT5G54160,5435,4199,4791,3499,5877,6291,1867,2441,2031,1354,1993,2498
AT5G54165,34,35,38,20,28,57,20,6,4,40,109,179
AT5G54170,656,388,417,601,531,695,203,144,145,181,484,387
