gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3
AT1G01010,186.3793784,330.9306436,294.1493171,527.7068729,302.1340892,443.4873933
AT1G01020,72.35730274,101.5957664,73.79768737,46.45577628,70.7556269,65.8375777
AT1G01030,84.26330357,136.186526,115.6078307,78.65133735,105.8984692,97.73684064
AT1G01040,685.5574289,377.992674,435.8018947,633.6530727,543.7347395,593.8631904
AT1G01050,787.214193,877.9082712,800.8273955,842.1005635,774.9691925,953.9727796
AT1G01060,1114.539893,1229.778337,1121.716325,848.4998574,882.6791216,833.8979355
AT1G01070,38.05985656,52.03312931,70.33775297,140.894471,152.0622738,181.4275512
AT1G01080,502.8086553,710.1421029,801.439543,412.421567,483.0536594,507.6398244
AT1G01090,1527.43701,1552.068828,1659.654815,991.7210474,1661.421726,1293.159629
AT1G01100,2442.431213,2095.26428,2206.250106,3890.552745,1722.394885,1961.669667
AT1G01110,128.7517039,139.3462462,153.4940581,138.9595945,136.298012,148.2902022
AT1G01120,3105.484482,4405.423549,4208.279438,4680.813006,5666.422648,4956.271206
AT1G01130,28.01252163,19.59660268,11.30398154,15.71449135,16.17214717,15.79177901
AT1G01140,678.6117507,483.1557242,483.3646588,739.4443574,509.0974852,633.1372538
AT1G01150,3.053008673,1.565428932,4.211729179,6.472674704,3.037153773,2.047990689
AT1G01160,381.6381732,395.0876017,398.0555876,473.5967655,412.4419641,481.2219175
AT1G01170,550.7085103,639.8506381,575.6831806,557.228512,458.7248965,656.4926943
AT1G01180,212.4017652,387.9742302,361.3548223,575.1130966,415.3565098,486.5161488
AT1G01190,1.645836151,6.001714232,8.844911798,17.88778116,17.3084712,12.456005
AT1G01200,69.51407388,72.13658988,65.99250199,38.21154726,56.22852402,47.05278686
AT1G01210,99.45544408,65.01270357,73.32621427,91.94617891,41.7024557,58.99209477
AT1G01220,437.4630061,347.0779291,334.3464598,279.9556352,299.8991491,275.4121879
AT1G01225,30.04422288,27.88552554,28.58524576,12.20298113,26.2742946,31.17402617
AT1G01230,395.8740162,376.1038496,338.371323,333.2165351,320.620147,343.9022893
AT1G01240,138.7316934,152.28839,117.802619,155.2635667,170.7730382,162.0487359
AT1G01250,10.33627834,3.504806299,0,7.33140074,3.763573069,2.266331339
AT1G01260,544.7552044,401.6027438,358.2484418,618.3220811,299.6721357,404.5184616
AT1G01280,1.098950302,1.72940425,0,2.436019801,2.492761528,0.56709146
AT1G01290,120.3744297,85.88928344,93.75717396,132.223894,94.13704088,121.8405397
AT1G01300,3206.965391,3501.912905,3930.76662,2597.172036,2531.685512,2444.678731
AT1G01305,3.224443446,5.344126409,4.166873693,4.088602703,5.05844142,3.961532004
AT1G01310,9.268034842,20.96910227,21.28631791,21.16517748,35.07764901,14.73419923
AT1G01320,8280.937759,10031.87655,10136.16213,5201.759038,7153.965144,5377.750317
AT1G01340,61.11658149,80.68939331,82.9462128,144.0595277,128.5262063,131.9123995
AT1G01350,192.0568183,267.6675894,253.4150654,259.9545,260.098888,235.8826026
AT1G01355,6.057668536,3.435067327,3.357564332,4.910975858,5.014172757,2.821334988
AT1G01360,198.6126792,141.738522,151.6102212,171.5667379,151.2305265,200.1092266
AT1G01370,48.59328502,56.68631918,31.3435619,35.62341269,34.23253803,40.12155262
AT1G01380,160.9606559,129.759439,126.5599974,63.72442582,76.14904763,90.23650267
AT1G01390,522.7637136,503.7970071,559.6566658,228.8159455,383.3887052,271.7011935
AT1G01410,1.09268878,0,1.633128729,3.253965324,0.625514386,1.700425195
AT1G01420,78.27076998,111.7080206,112.368522,40.64580173,50.0073165,54.8101876
AT1G01430,853.4855556,1492.264743,1234.106964,857.5325888,1108.53649,1049.365066
AT1G01440,421.2243676,553.4533223,511.996334,646.1935752,597.6799227,624.6156968
AT1G01448,176.5668718,272.2232526,268.8375131,325.2610196,316.4716578,307.0737669
AT1G01450,82.84269824,96.17702675,127.5499226,147.0459102,115.4061948,122.4754441
AT1G01453,13.92462378,29.89495525,55.45112257,31.08468701,46.32250679,25.69893889
AT1G01460,1.100526669,1.726155118,5.666402797,4.8698009,3.113047227,1.134321771
AT1G01470,779.0963062,978.1972415,913.8776772,815.0138138,1041.588589,911.1435765
AT1G01480,72.95263109,63.59154836,36.78680357,85.36026008,34.7210278,62.28986276
AT1G01490,774.7855585,923.0945924,997.4729096,2550.31682,1191.024848,1363.4834
AT1G01500,161.7209927,149.3807185,162.7755648,247.5759163,154.4421876,179.2175189
AT1G01510,932.5866479,687.0450994,767.9895151,987.6693319,663.7216889,757.340709
AT1G01520,102.2465965,8.825754546,18.28275819,22.40397719,15.36470301,26.55932445
AT1G01530,2.707791447,0,1.650922681,0,3.145614965,2.265380884
AT1G01540,896.0742896,874.6126164,857.2768139,1213.671412,798.4171064,866.1203634
AT1G01550,1365.083415,2065.355924,1752.567499,1854.222816,2299.671274,2396.752
AT1G01560,9.343860087,6.933852556,7.213222724,7.421778983,4.388593066,11.33196254
AT1G01570,24.68489956,18.30593579,34.33933835,29.74185832,37.82211312,23.35523222
AT1G01580,188.6093695,95.36676147,143.1517595,251.6927179,126.5699599,233.9356077
AT1G01590,17.10608284,12.89874613,12.10113337,19.4616608,8.700648787,11.34589854
AT1G01600,313.7184955,251.3683902,241.4584463,249.824725,338.2650641,275.1188973
AT1G01610,2007.053659,1919.35281,1877.10771,1597.092025,1551.766152,1542.729403
AT1G01620,3900.649184,10042.54267,8444.956874,7957.672216,15418.07076,11817.36633
AT1G01630,586.8284458,715.1405725,677.8839478,330.5877669,721.4794572,545.4971659
AT1G01640,58.52637203,118.4342533,137.7979621,212.9511347,344.0563637,356.6911199
AT1G01650,452.5736165,377.8822876,482.1528112,411.7783018,437.9834627,409.4756726
AT1G01660,35.32974174,22.1211665,26.33571753,56.05521605,47.28682311,39.18460315
AT1G01670,43.83487592,11.52967278,7.71008829,53.39490448,9.316714282,31.7526078
AT1G01680,0.547204274,0.869431529,2.444988289,0,1.874620361,0.566887314
AT1G01690,81.48431531,54.41010616,48.53813823,61.68441586,56.48885355,56.06876115
AT1G01695,2.198741528,1.728535921,8.105189334,4.871442314,4.361246871,3.969770348
AT1G01700,12.06837827,21.58484015,18.72353362,11.41454562,16.08579122,11.6108179
AT1G01710,377.7376442,380.140794,349.2171453,493.5960018,396.8025082,475.2493889
AT1G01715,18.73842338,8.589730617,18.7846128,33.2997085,10.17008323,16.50580595
AT1G01720,2805.501652,3594.64607,2726.694891,2810.851934,2150.763905,2326.278856
AT1G01725,62.97682565,89.90508302,80.69524738,31.95966814,92.73483941,77.47860844
AT1G01730,415.9330417,387.6953005,363.4265882,368.3103084,362.393784,441.6106204
AT1G01740,55.92188305,35.33614543,46.29185232,51.59009403,30.99556107,33.30766728
AT1G01750,64.74894168,76.50839521,115.5465751,56.27624804,157.0620813,111.3530254
AT1G01760,50.89013098,41.48634256,40.99696662,54.54269929,41.96645367,45.39432571
AT1G01770,295.0214812,224.6333466,231.721342,635.883604,267.3498228,468.5595244
AT1G01780,511.4691591,493.3544712,486.839873,784.9610151,744.5777618,771.2168714
AT1G01790,525.2541594,532.3330504,468.0843445,344.4482193,404.0852759,420.4194148
AT1G01800,734.5750742,517.5528324,476.2256989,621.6624098,410.8608351,592.2258051
AT1G01810,18.31543462,19.53252586,10.80197074,12.25676172,18.30795565,11.32120572
AT1G01820,455.7205387,448.9147543,454.2240024,714.4762249,562.6514181,697.3314311
AT1G01830,262.0468527,308.4782944,281.2504197,383.7828604,296.9965476,273.739354
AT1G01840,11.94297223,19.33103436,19.752156,17.93327329,21.98460723,13.59531897
AT1G01860,180.6722586,102.8215209,99.57064737,86.57360887,82.46124661,83.45534619
AT1G01880,29.49643128,27.33900238,31.82480486,53.89404491,26.52258612,32.9259452
AT1G01900,283.0663361,273.4682299,319.4859362,272.4668859,367.9230686,292.1558756
AT1G01910,523.0251343,401.3346254,420.6960296,411.641822,392.6755175,358.9294855
AT1G01920,233.5559173,169.3420729,180.8534481,222.598525,136.9764102,175.5335092
AT1G01930,252.8729326,224.0492136,206.1202444,332.6420876,223.9652398,281.340273
AT1G01940,164.2272176,121.8564518,132.2229155,114.0584003,106.6622197,145.6064651
AT1G01950,513.4405372,494.1738173,444.333857,405.4876944,391.7487679,395.5727603
AT1G01960,3322.586728,2794.472893,2773.580161,3361.595516,2657.196778,2898.548881
AT1G01970,309.5751294,344.6934477,342.7120374,306.8683614,230.4734989,262.0122436
AT1G01980,2.752626422,5.17523731,12.94430792,26.77981484,13.07075154,7.373389361
AT1G01990,392.5131351,681.3445275,599.9228918,507.6538449,468.920135,536.4260152
AT1G02000,299.1350237,496.3884176,493.9108729,501.4053375,528.2022658,469.6547184
AT1G02010,154.6325588,137.0443077,108.3978861,176.8086123,139.355048,181.8167664
AT1G02020,79.92673315,126.485807,138.118775,117.1815699,150.5515581,114.3830178
AT1G02030,7.16291423,15.5084484,24.2456055,21.90477938,21.77254873,10.77726627
AT1G02040,0,0.869660331,11.41272125,10.57075293,4.374682005,2.834386808
AT1G02050,90.62171676,45.85690685,60.85116048,114.509801,61.71431631,82.22501272
AT1G02060,79.36884156,55.97892987,63.82165218,81.12034346,80.85238026,79.98084873
AT1G02065,11.24845858,16.37955136,18.76976054,35.5180536,21.95897309,13.59019088
AT1G02070,5.422229618,1.760143776,3.296829921,5.708091916,4.400319602,3.398459359
AT1G02080,3556.126461,2685.590736,2968.596365,3332.091567,3263.346788,3219.562157
AT1G02090,506.2635414,382.426466,392.7382749,441.6837245,405.437269,386.0540089
AT1G02100,590.9479498,587.6312783,542.2242581,927.9137294,587.9502131,811.9988681
AT1G02110,913.0106383,870.3523615,968.289754,1133.955056,685.86997,819.1149265
AT1G02120,601.9372022,538.9724087,560.2196263,753.6924459,606.625156,737.4508303
AT1G02130,429.0537143,437.1293615,409.7126963,235.8820728,445.8742501,437.5917965
AT1G02140,1026.088708,1169.561658,1109.601939,890.4866331,983.8393824,1192.606887
AT1G02145,183.5736657,175.1182365,169.4133601,161.7626191,156.2770869,171.2949462
AT1G02150,1411.843565,1394.342589,1320.791996,2066.775354,1207.32342,1478.107287
AT1G02160,141.4258883,137.3059587,101.2889762,110.147137,115.6094901,140.8733991
AT1G02170,593.2717681,499.7190363,583.0712232,809.0688394,570.6638555,659.45935
AT1G02180,89.29209496,100.652236,88.56260526,83.06727665,67.08075698,92.36112976
AT1G02190,11.67036182,26.06385145,32.84793745,26.18111415,22.81964642,15.186401
AT1G02205,2983.945602,2681.411294,2832.431533,1475.119915,2344.61282,1930.037045
AT1G02220,26.3725422,76.96716993,47.03684986,24.36086842,59.82962065,35.72649868
AT1G02230,7.133668605,19.05678371,18.6808257,18.684121,23.07804553,24.94916067
AT1G02260,88.40964515,192.753063,182.0625153,85.02508163,179.8774073,149.8574649
AT1G02270,186.5001934,294.526474,249.5772576,174.4905128,224.2987746,203.5617378
AT1G02280,1752.485088,1939.712625,1706.147774,1908.024124,1383.589099,1789.0909
AT1G02290,158.9652094,123.4820746,127.9582301,93.34931829,133.894386,123.0699003
AT1G02300,131.1823541,74.47034763,73.07678249,112.9080948,48.6431429,104.3350958
AT1G02305,1115.8443,1155.943547,1079.780591,1533.042379,1278.872642,1501.450841
AT1G02310,11.56146528,17.1334121,11.436643,10.44218425,14.33654398,8.581317101
AT1G02330,315.2160443,333.8248,298.2580858,397.587019,280.5528771,356.007857
AT1G02335,11.99733939,21.83456857,27.8262432,26.86106168,44.46519506,24.93543752
AT1G02340,528.6941613,1203.664609,924.5328409,658.419762,1076.380188,928.2156421
AT1G02350,4.723595053,0,4.289284455,1.64762422,3.210648259,3.952203723
AT1G02360,251.5936428,318.3043542,579.6079608,785.7837902,789.4296351,877.8344035
AT1G02370,63.87634155,67.25683346,79.26071394,75.46454329,57.87567546,65.22746921
AT1G02380,18.08698696,35.57066262,35.78910497,48.75976388,20.59909381,27.78141812
AT1G02390,17.62759811,26.71730278,33.95361789,20.28375147,23.64242114,33.46557691
AT1G02400,379.7096889,612.2064036,526.9836908,225.3022077,578.6265863,383.5866823
AT1G02405,10.82934781,12.34408545,23.1177211,15.50025276,28.31364374,12.45939726
AT1G02410,196.6682407,175.3617516,165.1652421,125.3729678,134.3875071,174.4211213
AT1G02420,41.18520965,45.00098551,52.74775878,40.60835869,37.40644628,30.05425276
AT1G02430,7.954125167,1.99112551,4.119938594,15.59482198,12.14504237,7.207792344
AT1G02440,3.651476541,0.823821994,3.442228852,8.146198707,5.167564413,2.360749319
AT1G02450,1.612897476,6.231336935,3.331788694,6.541002455,4.424878329,6.791442462
AT1G02460,94.19936653,65.4987653,87.30718304,57.6054832,61.59392556,49.34762914
AT1G02470,5.463266891,9.158665012,10.59844405,10.37659161,9.846856527,8.530861714
AT1G02475,149.1648351,221.2701724,200.8537155,49.62161119,137.6054551,112.2289205
AT1G02500,8217.2521,8048.447693,7492.01393,10767.19602,8429.063225,8854.299811
AT1G02510,1.63903317,4.356207526,4.082821822,5.694439317,3.753086317,2.834041992
AT1G02520,118.4419542,123.8539183,199.5101604,377.5852565,296.3087729,319.8598351
AT1G02530,7.26247473,9.526904297,16.01739967,23.28284531,17.08733596,10.11275028
AT1G02550,0.540871257,1.766023649,0.82676336,6.528706582,3.148236795,3.963945054
AT1G02560,1978.967771,2000.835185,1816.891348,837.4348593,1296.418143,1098.365915
AT1G02570,26.73258538,43.64477854,72.80173674,49.64561605,84.5233072,43.07192896
AT1G02575,10.91920163,19.18518537,19.61443361,25.22389001,36.92228764,21.5373679
AT1G02580,14.14982974,13.5938202,19.12839625,60.84376301,45.41504191,52.63010012
AT1G02610,31.20369254,46.94686876,49.13416556,58.78417382,65.6042394,73.69970592
AT1G02620,35.10198258,34.67158665,37.38447623,28.43692407,28.70099961,22.11306713
AT1G02630,28.29363479,20.56900304,14.71089809,20.14310209,8.035767032,11.25929229
AT1G02640,4091.40209,5078.128913,4873.138493,3127.30862,3936.793903,3243.884485
AT1G02650,34.71205572,60.67519066,44.17243029,51.59918744,53.41288079,37.69051067
AT1G02660,204.2684901,311.0926392,257.1999513,223.7741689,459.1251441,297.8418833
AT1G02670,24.18244547,15.19982092,9.666106898,9.261661457,8.634661632,8.99249706
AT1G02680,128.4432161,106.8345248,105.0136078,121.358478,115.3833056,137.1202287
AT1G02690,210.9102212,174.5793417,197.0981969,254.9596387,234.3651701,268.2291106
AT1G02700,361.8904665,21.67752718,29.26713682,191.7628515,34.94655476,93.55306677
AT1G02705,27.83318027,28.47702153,45.43251196,15.64910469,42.36373642,27.66696861
AT1G02710,18.54659705,16.52954813,27.0540546,15.93529301,19.81192757,12.94437896
AT1G02720,235.3288068,259.9778434,256.8393869,192.6637994,243.4418791,204.4623437
AT1G02730,707.2207701,535.1473103,594.7008645,554.289382,632.4351441,569.6614929
AT1G02740,75.25837076,82.17498292,77.87076372,76.33502999,82.27516188,79.95809659
AT1G02750,153.6878193,161.5415752,184.7828403,185.7577976,139.7018795,218.7544876
AT1G02770,24.6394064,23.45551508,12.21572759,19.51014502,23.73563592,18.70829722
AT1G02780,8415.873315,5916.178168,6322.924375,6891.859585,5279.257697,5756.137584
AT1G02800,1931.831585,1980.955152,1581.877828,327.907713,676.8090505,507.6057982
AT1G02810,355.3867123,465.2603575,433.1941012,468.1149539,569.8229075,484.4092944
AT1G02813,0.538656031,0.887916054,0.830984689,2.451399838,1.894002949,0.566056891
AT1G02816,452.2180491,482.5037858,391.6625569,261.4661253,332.783664,345.9257908
AT1G02820,9.769513653,17.5784966,19.7571684,5.706413748,5.653944439,6.797529161
AT1G02840,1482.599205,1276.973408,1267.570896,2456.630618,1351.252448,1787.799601
AT1G02850,708.9979991,414.9348793,562.3989321,522.9769039,497.6247781,569.317388
AT1G02860,91.97871284,170.7897118,122.176794,297.182537,276.7823338,310.3916021
AT1G02870,295.01544,192.2216504,222.809947,237.1467328,201.522539,279.8582544
AT1G02880,208.340555,245.1423968,243.0443781,166.2307844,214.2266971,199.9748216
AT1G02890,1749.668293,1535.291685,1582.015368,2764.916929,1640.933145,2183.475019
AT1G02900,378.2239139,517.7065708,434.8145786,589.9736451,591.2995458,640.1745457
AT1G02910,319.5134456,379.5561361,358.7667854,295.6901396,270.5846797,287.6068608
AT1G02920,507.9862632,1207.942166,1180.416498,921.1184972,2127.825595,1696.746844
AT1G02930,391.8777518,470.3794734,562.2760232,565.374355,662.0712677,671.6315359
AT1G02940,0.944350192,0,0.924846518,2.830841934,0,1.271268458
AT1G02950,6.823722224,20.26489123,26.18342731,30.8916517,60.06863759,34.42943012
AT1G02952,0.987424307,2.595728516,0.807333568,0,3.021286891,1.062425525
AT1G02960,158.1560839,159.8684702,126.7819758,119.2354748,129.2977725,153.0410291
AT1G02970,42.93357446,39.68577481,32.36752768,18.66575148,26.14443261,35.16488168
AT1G02980,1.107513179,3.456680102,0.810684519,1.628845608,4.302685103,4.556931306
AT1G02990,303.4571259,304.6852622,272.7552841,321.4696859,333.256771,331.0429408
AT1G03000,410.5183414,327.0826322,352.0029902,389.8838352,314.8263353,364.8093789
AT1G03010,6.49648979,8.847501565,16.07517174,38.28070586,42.51018768,47.08142815
AT1G03030,259.9703067,197.311319,192.6424714,195.6539863,189.8117439,207.5260903
AT1G03040,569.9908101,616.7616174,615.3856034,716.6002903,637.1445876,691.8757138
AT1G03050,1.102333584,4.30612995,4.847274944,6.489649107,2.487782327,5.105156102
AT1G03055,0.580859769,0.818548597,2.617383977,1.528448901,1.76294646,2.662311641
AT1G03060,2328.402666,1867.052858,1891.279781,2184.229365,2151.712034,2146.338484
AT1G03070,4.844039383,18.98164277,14.66085868,16.91546132,13.36262493,15.109333
AT1G03080,1584.746918,1584.713593,1668.843732,2347.412843,2275.349165,2094.527343
AT1G03090,391.2058297,357.5028794,386.651014,957.1487318,1211.296524,1103.920324
AT1G03100,48.58026887,52.42521741,44.3475827,74.59262784,101.8931644,69.21248324
AT1G03103,1.614745779,0.888812664,0.831757594,2.451994238,2.526604616,1.69805104
AT1G03106,1299.483664,154.8546782,174.6003016,685.6463314,107.8094847,443.6855751
AT1G03110,132.3996019,146.1693209,108.6838452,84.45357277,110.9409248,91.8673925
AT1G03120,56.95443159,10.6892042,13.33635919,30.97615683,14.55249765,18.0510159
AT1G03130,347.1123339,1184.634388,1183.724078,391.6155156,1236.247276,816.0126495
AT1G03140,842.5914637,741.4002734,724.4465824,1463.4047,814.7007125,1078.007527
AT1G03150,106.3531164,116.9352477,107.050329,68.48228098,111.8403445,111.0237727
AT1G03160,953.6789073,847.6265131,858.2339299,646.6845571,562.6894898,548.6138852
AT1G03165,0.477053157,2.050529472,0,0,0,0.562585653
AT1G03170,47.96537577,29.27061862,28.26588267,32.44523179,34.82240744,17.58485375
AT1G03180,36.85884485,47.34987601,34.68092374,13.35106603,37.94210902,26.53330354
AT1G03190,217.2259444,160.1140849,166.7507243,167.7107642,170.308803,188.5230403
AT1G03200,22.62547653,17.4089267,16.24983934,19.75504464,25.64279995,23.7191054
AT1G03210,167.5958206,164.7734575,144.9404195,244.3025656,196.3050602,256.8112074
AT1G03220,6810.275536,11083.11106,14739.88842,21861.04755,14750.72208,17938.01512
AT1G03230,2175.00965,1678.312698,1770.79136,1988.393802,1402.584298,1640.252923
AT1G03240,4.808180743,1.795642395,0,3.276893273,2.53898554,0
AT1G03250,293.9379299,247.2987241,260.0976285,207.2299355,241.8325811,248.8810385
AT1G03260,181.6456494,177.559821,202.2247023,186.8374326,133.4729369,161.0363715
AT1G03270,107.2590359,54.40200948,78.5577247,94.97313301,56.04922971,47.63991498
AT1G03280,363.1528947,295.9787866,330.2630581,443.7688059,376.9568545,375.2915065
AT1G03290,223.7367699,301.7884959,326.9635217,476.166237,464.2772925,488.1368318
AT1G03300,49.56505815,38.79604667,37.19870987,47.87354832,49.78172057,47.64488614
AT1G03310,323.428427,240.8368307,247.0667602,97.74029229,157.4362147,135.2449739
AT1G03320,26.46673532,39.80809589,36.43893274,18.77807506,41.59367791,28.87642766
AT1G03330,222.1919004,224.5806812,196.292427,122.3372797,177.961604,177.2775617
AT1G03340,16.47235791,17.31045522,28.40625757,29.2389994,31.79764792,27.78575642
AT1G03350,658.087216,599.0089086,657.336312,892.8089017,712.28473,719.1574265
AT1G03360,103.5981962,72.00057697,69.94395387,99.95471129,64.29046716,57.83114939
AT1G03365,315.7195206,294.8570909,361.0142003,418.0812865,255.5384807,369.0901597
AT1G03370,330.1460258,443.6192297,427.8164166,485.3314124,550.4581392,519.8084069
AT1G03380,941.9065197,964.4946381,1040.211606,1895.289997,1453.930073,1584.190876
AT1G03390,10.42120916,13.00133892,13.81550477,15.43704132,14.97414629,10.77306035
AT1G03400,18.06122843,30.23776953,26.05230817,26.79185591,51.89834125,48.72285244
AT1G03410,67.32523039,330.1789788,353.3244501,142.7157667,327.5029986,192.3140572
AT1G03430,169.1553219,203.731372,167.2588012,170.6111058,205.0357873,181.288343
AT1G03440,210.48896,277.4125648,275.576691,247.4392988,307.917029,240.504118
AT1G03445,8.514378351,12.90020489,13.21898259,4.190160704,19.77014936,15.8619145
AT1G03457,203.5546905,248.4796826,280.1255328,227.3846294,259.515587,283.3216523
AT1G03470,131.9645369,119.4057151,105.5473986,195.3259897,135.3833229,169.1468796
AT1G03475,2374.246831,2544.36766,2643.836524,1450.631961,1643.624514,1556.787415
AT1G03495,32.33518651,56.3974646,57.75528931,73.95388375,75.53328762,52.72769138
AT1G03510,46.65723225,42.42788486,43.84330305,34.11554837,37.41653865,37.42471293
AT1G03520,164.5013709,172.289332,153.1321463,98.66788339,192.0862255,179.2632328
AT1G03530,236.3260385,207.9254409,225.7126745,515.6274901,270.8500055,293.8744933
AT1G03540,33.58141114,39.67779617,59.86878779,49.5023806,51.66122098,38.00125386
AT1G03545,26.83277003,17.44377186,32.47965455,21.71161803,21.71188631,21.29834041
AT1G03550,72.56770393,69.83063714,72.33253545,73.69932131,86.63530759,64.7618025
AT1G03560,139.4982429,96.40936602,118.7036094,94.89952119,91.40339926,97.56832264
AT1G03590,482.2659247,376.3608786,361.9344197,397.4923365,373.1698736,405.0086963
AT1G03600,982.704549,1691.824749,1715.483127,1245.008113,1442.581571,1338.608197
AT1G03610,825.0973125,1269.471382,1344.004855,4160.827206,1034.576264,2658.849622
AT1G03620,12.28656551,9.743367025,10.55255769,16.42503043,20.91349602,22.51119362
AT1G03630,633.0999887,567.9614892,582.8876726,161.7820643,321.9967586,220.8060829
AT1G03650,32.09775565,28.9135825,30.37075242,30.95452988,19.44477489,29.46238267
AT1G03660,11.01793195,12.01438071,10.12888126,16.43242252,17.69787467,21.73852199
AT1G03670,1.100606771,1.725990477,4.856488089,6.492916249,4.358059789,2.268657576
AT1G03680,1131.819757,1222.189957,1126.34869,561.7727521,763.1658347,657.9115904
AT1G03687,216.200321,205.1172804,185.0846957,165.0757568,160.1731137,173.3673673
AT1G03700,0,0.878099189,0.822501143,3.260079888,8.790981755,5.664978701
AT1G03710,1.268991804,0,2.90552876,1.913120641,4.918032616,1.382019244
AT1G03730,169.2703801,247.4320316,232.7792865,273.9136757,290.3600218,239.8162616
AT1G03740,549.8708012,714.4112793,668.8530481,1094.811068,922.1224159,1037.629696
AT1G03750,112.608366,99.70486452,112.896293,177.567719,144.1494758,130.481631
AT1G03760,204.0282565,123.0857349,140.5998315,246.1832929,137.8904729,214.3264667
AT1G03770,189.4626759,134.4100869,148.2076969,165.0869556,146.5353227,193.3123746
AT1G03780,206.4960537,159.8973782,158.8090862,224.247078,267.0668316,246.6329134
AT1G03790,2998.66484,969.9804965,945.3727668,2386.94258,1055.258927,1535.316698
AT1G03800,49.85518527,78.99347018,74.05647699,77.21338123,50.5753183,59.52941609
AT1G03820,68.88609756,79.21185798,85.66816377,23.58614448,81.90615895,55.55056752
AT1G03830,175.5632622,125.3689369,137.3998342,181.0558636,111.1684111,127.4306203
AT1G03840,16.56135499,19.68041297,29.4488967,44.45178121,62.85091876,51.07981841
AT1G03850,237.9488862,399.7775729,455.2119079,757.5321926,904.5048855,881.177329
AT1G03860,795.2527845,617.5865042,621.317638,582.3975494,509.1104825,611.6299473
AT1G03870,12373.12766,13083.69515,10361.14792,6570.404308,11495.14583,10349.92725
AT1G03880,2591.333357,543.7438526,262.6614465,1767.616363,739.6233148,1315.676481
AT1G03890,269.0767031,37.2123534,18.66459157,138.8805867,39.27676859,90.16275827
AT1G03900,1692.035618,1646.931761,1519.49437,2467.972886,1638.301664,1993.297436
AT1G03905,68.21332145,72.29154831,59.08796316,38.63019646,58.97644938,47.56395736
AT1G03910,998.6281926,736.2292635,755.2444159,1445.907327,742.1117024,1088.058358
AT1G03920,27.58267954,40.67691643,23.75718464,20.99705244,43.36460113,24.25129156
AT1G03930,267.4823995,273.6470609,278.5084682,260.3450745,327.6326776,266.6165312
AT1G03940,84.22439442,109.5527002,124.5996733,97.38336163,123.8666452,83.37551688
AT1G03950,72.57894639,93.36727711,93.22163006,87.88979697,110.1744592,117.317098
AT1G03960,96.8781142,106.9416249,106.2872536,96.8536816,104.2777175,93.36614017
AT1G03970,267.5941214,294.7209487,322.7219129,557.7675458,399.283215,443.8744074
AT1G03980,12.91583632,6.666024029,6.461591746,7.198644987,6.429429959,5.929986141
AT1G03990,104.7761738,34.42562637,50.0570039,98.95061049,55.33444416,68.63898521
AT1G03993,85.66811315,51.04681409,60.17003063,97.85430306,65.37787665,78.16439402
AT1G03997,0.498889507,1.95512963,0.905986667,2.521666864,1.986589185,0
AT1G04000,238.8295666,268.2854324,280.0026984,185.3213004,328.4605534,235.8466784
AT1G04007,2.114549795,5.463805525,6.803748333,1.643790825,7.669728383,5.649926003
AT1G04010,152.3156311,139.2869828,149.2280003,79.46571141,128.0149218,107.7869995
AT1G04013,0,3.013067489,2.780139629,0,0,0
AT1G04017,1.918099246,2.039801259,1.876770402,1.717585532,2.029285285,3.937851848
AT1G04020,160.9756238,104.0428418,91.95897266,54.67655316,78.2809381,83.34250101
AT1G04023,2.554130405,5.706585824,2.653310806,1.663731858,3.265453568,3.379775063
AT1G04030,149.13452,119.0909334,112.5065347,204.5258487,181.1689518,218.3585781
AT1G04040,4222.149446,3356.022278,3278.505923,3157.973347,2418.864131,3446.195062
AT1G04043,3.081467808,0.944902479,4.396549222,0.830123659,1.301878691,0
AT1G04047,3.693212749,9.130189468,4.262500676,3.289711087,7.679360737,2.824391721
AT1G04050,68.80766153,58.55912269,54.97330521,55.32293692,55.22416349,46.06408734
AT1G04053,31.61074983,32.19733228,44.33710506,36.83252602,45.61620213,33.94555381
AT1G04067,12.77789527,7.216087521,9.274014298,5.74073394,8.906536525,9.046520203
AT1G04070,109.5850936,109.7780369,97.79219681,110.2390513,97.08833958,91.72007613
AT1G04077,146.3445624,119.4418956,138.9038793,175.7431189,173.3259516,147.9301721
AT1G04080,1242.414048,1086.406679,1135.544302,1171.69175,872.442331,1059.02731
AT1G04083,0.496371353,0,0.910447703,0,2.65640347,0.56261184
AT1G04090,19.28292518,26.71233584,15.35732772,22.71676508,19.90756791,14.74771917
AT1G04097,0,0.95647488,0,0,3.274632802,0.563170246
AT1G04100,48.77516956,63.34149329,52.06323571,84.51963147,78.03196186,58.39716462
AT1G04103,2.20077098,9.978180396,5.573938757,2.253110938,9.033860159,5.956783847
AT1G04105,19.85198054,21.27183195,19.83819046,39.60236059,23.82831436,18.62370578
AT1G04110,100.4009691,112.6904989,134.77183,33.25001559,53.45662969,29.49864184
AT1G04117,41.74123529,44.99122423,43.81242305,56.03657207,47.99978179,42.53020734
