genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT3G13910,167.090369,0.996608893,0.202633311,4.918287551,8.73E-07,1.22E-05
AT3G13100,149.028773,0.995957009,0.282687126,3.523177806,0.000426405,0.00260497
AT1G63090,1074.483445,0.995344599,0.30191876,3.296729885,0.000978175,0.005268981
AT2G43540,678.67333,0.994630792,0.172592139,5.762897406,8.27E-09,1.79E-07
AT4G11300,120.2001727,0.994552272,0.282801362,3.516787425,0.000436803,0.002654665
AT4G06744,132.3765417,0.993742675,0.297407035,3.341355643,0.000833704,0.004592027
AT4G32800,191.0442667,0.992305543,0.245337947,4.044647621,5.24E-05,0.000429864
AT4G13195,325.6996159,0.991849578,0.106018717,9.355419551,8.33E-21,8.42E-19
AT1G08050,78.18065913,0.990513869,0.283331496,3.49595397,0.00047237,0.002836277
AT3G11460,69.20995312,0.990433672,0.209261131,4.733003535,2.21E-06,2.73E-05
AT5G50200,70.96580683,0.990098014,0.222458385,4.450711146,8.56E-06,9.00E-05
AT2G16595,84.76889309,0.989528126,0.175947516,5.623996007,1.87E-08,3.83E-07
AT2G32290,1677.575659,0.988619497,0.137450137,7.192568284,6.36E-13,2.84E-11
AT1G52450,74.65549589,0.988499938,0.205313713,4.814583127,1.48E-06,1.94E-05
AT1G52640,23.39643263,0.98800034,0.306914102,3.219142857,0.001285744,0.006615743
AT5G42460,155.5577467,0.987561197,0.162816116,6.065500273,1.32E-09,3.31E-08
AT3G50620,143.5228645,0.984857169,0.215471913,4.570698585,4.86E-06,5.47E-05
AT3G23570,2211.425592,0.984741709,0.101773764,9.675791429,3.82E-22,4.19E-20
AT5G17850,123.7294897,0.984536254,0.255084203,3.859651993,0.000113549,0.000843807
AT5G13760,460.4981248,0.984059652,0.158490499,6.208950438,5.33E-10,1.47E-08
AT3G01290,331.2668558,0.98244938,0.198137298,4.958427273,7.11E-07,1.01E-05
AT1G26730,255.8311858,0.982359866,0.147253458,6.671217647,2.54E-11,8.81E-10
AT3G55120,391.0748457,0.982325266,0.14822374,6.627313972,3.42E-11,1.16E-09
AT5G58350,1402.62087,0.977834397,0.173246172,5.644190507,1.66E-08,3.44E-07
AT4G30450,461.1809241,0.977326717,0.141388621,6.912343499,4.77E-12,1.90E-10
AT5G39680,37.67034699,0.975441069,0.275202538,3.544447937,0.000393436,0.002432066
AT4G16835,98.201254,0.974407177,0.159579651,6.106086639,1.02E-09,2.65E-08
AT2G24100,212.2212768,0.97426348,0.226628127,4.298952181,1.72E-05,0.000164677
AT3G52800,1295.402112,0.97334231,0.140503425,6.927534392,4.28E-12,1.72E-10
AT2G22240,2392.43656,0.973055676,0.155488439,6.25805805,3.90E-10,1.10E-08
AT1G67470,153.3590618,0.971071938,0.178890653,5.428298905,5.69E-08,1.04E-06
AT4G37170,69.27090051,0.969422893,0.204734907,4.735015188,2.19E-06,2.71E-05
AT2G39830,129.2728946,0.968984223,0.217170227,4.461864947,8.12E-06,8.60E-05
AT5G40720,169.0443984,0.967721492,0.23048083,4.198707079,2.68E-05,0.000241867
AT1G01660,51.21066894,0.967266836,0.312343182,3.096807906,0.001956166,0.009332376
AT5G49280,105.4562947,0.965476013,0.238228623,4.052728853,5.06E-05,0.000418055
AT4G24190,9601.361379,0.964952527,0.131646066,7.329900213,2.30E-13,1.08E-11
AT1G77370,868.0657508,0.964521294,0.181007192,5.328635196,9.90E-08,1.72E-06
AT4G39940,5592.788948,0.964395673,0.152287376,6.332735528,2.41E-10,7.07E-09
AT1G06180,267.5665728,0.964269108,0.204745491,4.709598739,2.48E-06,3.03E-05
AT1G23870,178.3857346,0.9638433,0.28844815,3.341478533,0.000833335,0.004591073
AT1G08070,61.62078094,0.963551677,0.245093374,3.931365674,8.45E-05,0.00065486
AT3G56960,340.5323081,0.963171847,0.158631393,6.071760622,1.27E-09,3.21E-08
AT1G68930,80.10324497,0.962769513,0.187198571,5.14303879,2.70E-07,4.23E-06
AT1G75960,394.8369628,0.962229147,0.223183947,4.311372578,1.62E-05,0.000157041
AT4G23060,429.8896737,0.961976082,0.253051993,3.801495781,0.000143825,0.001032486
AT1G14480,84.269963,0.961660732,0.191425126,5.023691267,5.07E-07,7.42E-06
AT5G61640,471.0290973,0.961588455,0.13972686,6.881915588,5.91E-12,2.30E-10
AT5G16860,43.14822238,0.960844353,0.275011331,3.493835505,0.000476134,0.002854761
AT4G24920,823.5659274,0.960480862,0.088105872,10.90143985,1.13E-27,2.06E-25
AT5G62040,85.8219538,0.960409459,0.247346021,3.882857938,0.000103236,0.000780778
AT2G43800,352.5031582,0.958521136,0.260906955,3.673804462,0.000238966,0.001589016
AT3G14310,1598.554541,0.958495079,0.236045972,4.060628825,4.89E-05,0.000406879
AT2G22070,59.69196112,0.958406868,0.232188052,4.127718286,3.66E-05,0.000315597
AT5G09300,82.02354919,0.958161038,0.252245176,3.798530674,0.000145556,0.001042999
AT3G51980,914.9826662,0.957383645,0.160755536,5.955525197,2.59E-09,6.20E-08
AT5G16360,57.47119906,0.956419258,0.229674911,4.164230446,3.12E-05,0.000275652
AT1G21900,675.7803497,0.956007603,0.156159477,6.121995411,9.24E-10,2.41E-08
AT4G19191,55.65991721,0.955643066,0.252469878,3.785176569,0.000153599,0.001091694
AT3G06020,56.30651864,0.95449089,0.309361308,3.085359631,0.002033062,0.009642198
AT3G16420,576.6859193,0.953434552,0.24868214,3.833948633,0.000126102,0.000923924
AT1G59870,8737.376027,0.953304281,0.218243481,4.368076777,1.25E-05,0.000125522
AT5G00990,216.9849358,0.953246878,0.173744859,5.486475294,4.10E-08,7.78E-07
AT2G01450,2662.540488,0.952543548,0.203170234,4.688401091,2.75E-06,3.30E-05
AT5G49190,44.39124913,0.952213666,0.225176587,4.228741886,2.35E-05,0.000216168
AT1G16300,443.8579292,0.952149674,0.231285516,4.11677174,3.84E-05,0.000328031
AT4G19850,62.15514677,0.951883555,0.208068879,4.5748483,4.77E-06,5.37E-05
AT5G15840,33.05216519,0.951456512,0.287416418,3.310376345,0.000931706,0.005058934
AT1G09415,437.0164743,0.949878003,0.155713073,6.100181487,1.06E-09,2.73E-08
AT5G22020,456.7907377,0.94833786,0.149425415,6.34656334,2.20E-10,6.52E-09
AT1G64980,1438.664443,0.948206277,0.098802164,9.597019357,8.23E-22,8.69E-20
AT2G37690,500.6126704,0.948185097,0.179009931,5.296829576,1.18E-07,2.01E-06
AT1G49500,2613.524114,0.948094546,0.224657057,4.220185915,2.44E-05,0.000223193
AT4G22780,423.632347,0.948019453,0.152103901,6.232709656,4.58E-10,1.28E-08
AT5G63375,332.3838229,0.946863707,0.191354915,4.948206889,7.49E-07,1.06E-05
AT1G65790,153.728494,0.946561854,0.25695129,3.683818253,0.000229766,0.00153875
AT5G06310,146.5914221,0.946309322,0.18928282,4.999446441,5.75E-07,8.34E-06
AT1G21750,3698.213887,0.944141893,0.134097954,7.040688287,1.91E-12,8.03E-11
AT5G46760,2392.105347,0.943256767,0.139231795,6.77472246,1.25E-11,4.64E-10
AT3G09455,197.812996,0.942580762,0.152458593,6.182536146,6.31E-10,1.71E-08
AT3G09600,776.6229845,0.941630225,0.187900813,5.011315341,5.41E-07,7.87E-06
AT1G24020,1612.916607,0.941072278,0.285186768,3.299845519,0.000967381,0.005222831
AT5G09270,116.9351639,0.940721342,0.166013434,5.666537457,1.46E-08,3.06E-07
AT1G21440,4348.034765,0.938667759,0.132826137,7.066890473,1.58E-12,6.70E-11
AT1G77360,55.20729894,0.937038651,0.218939789,4.279892009,1.87E-05,0.000177621
AT1G11720,5057.971512,0.934826749,0.143806327,6.500595408,8.00E-11,2.56E-09
AT1G29690,659.0743634,0.933449209,0.155082372,6.019054241,1.75E-09,4.31E-08
AT3G62860,202.1530313,0.932249909,0.22025413,4.232610344,2.31E-05,0.000213036
AT5G25210,216.8185623,0.931238119,0.204864707,4.545624929,5.48E-06,6.06E-05
AT3G47570,208.4421953,0.92960748,0.163239208,5.694756142,1.24E-08,2.62E-07
AT5G54470,596.0086885,0.929552982,0.140919914,6.596320971,4.21E-11,1.41E-09
AT5G16380,359.7036021,0.928379088,0.165223321,5.618934908,1.92E-08,3.93E-07
AT5G21105,1451.770547,0.928162489,0.216731735,4.282540758,1.85E-05,0.0001758
AT1G34160,130.4522351,0.926815771,0.168532594,5.499326575,3.81E-08,7.28E-07
AT3G01635,49.34629661,0.925974702,0.239950829,3.859018553,0.000113843,0.000845461
AT5G10600,273.8050647,0.925967607,0.151624411,6.106982398,1.02E-09,2.64E-08
AT5G61800,35.04361059,0.923691168,0.25927423,3.562603068,0.000367196,0.002292888
AT5G54940,7372.958539,0.92360938,0.112862103,8.183520892,2.76E-16,1.77E-14
AT2G22821,38.25546672,0.922706599,0.268249481,3.43973303,0.000582288,0.003388686
AT5G05735,269.6058935,0.922622975,0.175067187,5.270107956,1.36E-07,2.27E-06
AT3G48440,361.4500881,0.922525453,0.14623383,6.308563862,2.82E-10,8.18E-09
AT3G59820,1276.997577,0.922139199,0.118428446,7.786467097,6.89E-15,3.85E-13
AT3G02845,175.7728189,0.921334133,0.196812358,4.681281917,2.85E-06,3.40E-05
AT1G14640,325.9383777,0.920933785,0.141514559,6.507696375,7.63E-11,2.45E-09
AT5G61370,109.9687247,0.920757132,0.178101071,5.169857356,2.34E-07,3.71E-06
AT5G18290,55.84292305,0.920480573,0.236230571,3.896534521,9.76E-05,0.000744362
AT3G11840,56.87518464,0.92024044,0.24319393,3.783977833,0.000154342,0.001095241
AT5G64572,453.9153936,0.920190472,0.201324334,4.570686786,4.86E-06,5.47E-05
AT5G10946,449.9776842,0.9199948,0.153419482,5.99659697,2.01E-09,4.90E-08
AT5G04545,45.57006511,0.919956474,0.294774328,3.120883969,0.001803091,0.008724548
AT5G62990,262.617197,0.919242044,0.113901928,8.07046955,7.00E-16,4.34E-14
AT2G21640,132.5245145,0.918091132,0.23800849,3.857388158,0.000114605,0.000849505
AT5G55970,273.212132,0.917596238,0.24927905,3.681000216,0.000232321,0.001552756
AT1G01030,194.0950819,0.916623327,0.276959201,3.309596947,0.000934304,0.005066412
AT1G09220,51.6400086,0.915105368,0.25935392,3.528403839,0.000418074,0.002562751
AT5G15340,37.75014991,0.914269353,0.266304813,3.433168717,0.000596571,0.003459786
AT3G28635,48.09768348,0.913415869,0.253538112,3.602676783,0.000314957,0.002011078
AT5G45380,86.22346783,0.913346275,0.291830128,3.129718926,0.001749736,0.008504988
AT2G43320,369.4695537,0.913226899,0.19345441,4.720631068,2.35E-06,2.88E-05
AT4G12290,1847.684125,0.912982998,0.228150387,4.001671928,6.29E-05,0.000505348
AT1G03730,190.5212542,0.912467827,0.197704161,4.615319284,3.92E-06,4.51E-05
AT5G39785,156.6257403,0.912359607,0.147643196,6.179489697,6.43E-10,1.74E-08
AT2G37760,1556.632515,0.91164585,0.278776064,3.270172618,0.001074819,0.005701815
AT1G22490,85.60546669,0.911200344,0.225882718,4.033953333,5.48E-05,0.000447723
AT5G04760,446.5472698,0.910613633,0.146738318,6.20569764,5.45E-10,1.50E-08
AT3G14100,2315.223434,0.910601947,0.150550291,6.048490118,1.46E-09,3.65E-08
AT4G04940,259.4080493,0.909326077,0.216740263,4.195464487,2.72E-05,0.000244883
AT4G23050,1555.63859,0.909208909,0.18956146,4.796380589,1.62E-06,2.10E-05
AT1G31830,431.4962853,0.90882133,0.110335107,8.236918908,1.77E-16,1.15E-14
AT5G26038,108.8184559,0.908724145,0.203831729,4.458207521,8.26E-06,8.72E-05
AT1G18800,810.2677969,0.907219835,0.16278094,5.573255887,2.50E-08,5.02E-07
AT4G13345,701.0900401,0.907136762,0.132270096,6.858215068,6.97E-12,2.69E-10
AT5G64570,618.3771473,0.906067763,0.20952569,4.324375516,1.53E-05,0.000148858
AT2G46650,2646.755302,0.905950011,0.098954589,9.15520966,5.43E-20,5.01E-18
AT3G21890,371.6011927,0.903308086,0.256508941,3.521546203,0.000429038,0.002615903
AT2G05075,92.7256483,0.903198647,0.214910073,4.202681771,2.64E-05,0.000238298
AT1G22170,146.2912019,0.902706516,0.163056417,5.53616064,3.09E-08,6.04E-07
AT5G01610,103.0923888,0.902343491,0.177812538,5.074689893,3.88E-07,5.82E-06
AT4G05010,95.45216499,0.901472697,0.178927924,5.03818899,4.70E-07,6.94E-06
AT1G12380,352.5545724,0.901370678,0.189552442,4.755257537,1.98E-06,2.49E-05
AT4G33920,964.9072394,0.901155208,0.134947398,6.677825724,2.43E-11,8.49E-10
AT1G55210,1501.571786,0.901024055,0.154528199,5.830806668,5.52E-09,1.24E-07
AT2G23040,95.58862442,0.900651075,0.181353951,4.966261118,6.83E-07,9.77E-06
AT5G02460,160.498596,0.900637217,0.156828527,5.742815013,9.31E-09,2.01E-07
AT1G17420,2008.989068,0.900396293,0.261130296,3.448072887,0.000564602,0.003302969
AT4G10650,44.0726258,0.899976054,0.263580566,3.414424924,0.000639168,0.003664241
AT1G67365,86.83892668,0.899829567,0.186936276,4.813563148,1.48E-06,1.95E-05
AT2G05940,1087.797257,0.899762539,0.101419115,8.871725424,7.20E-19,5.93E-17
AT4G09510,924.8971234,0.899130842,0.10010196,8.982150229,2.66E-19,2.29E-17
AT4G28560,104.8002501,0.89851188,0.217862934,4.124207198,3.72E-05,0.00031924
AT4G03875,39.26744114,0.898171099,0.250798705,3.581242974,0.000341963,0.002159415
AT5G14580,193.0367135,0.897878306,0.172246921,5.212739356,1.86E-07,3.00E-06
AT5G10605,305.1454971,0.897866953,0.128421516,6.991561692,2.72E-12,1.11E-10
AT1G67970,358.785625,0.897333785,0.162770941,5.512862301,3.53E-08,6.83E-07
AT3G13110,2287.933525,0.897035862,0.155358139,5.773986927,7.74E-09,1.69E-07
AT5G24280,137.1928792,0.896939919,0.176435559,5.083668654,3.70E-07,5.58E-06
AT4G34920,3035.851317,0.895402762,0.135885121,6.589409901,4.42E-11,1.47E-09
AT2G30720,555.2895665,0.895332693,0.147410765,6.073726644,1.25E-09,3.18E-08
AT3G58590,97.46392478,0.89525299,0.167295471,5.351328313,8.73E-08,1.54E-06
AT1G03650,62.27574146,0.895090413,0.200376463,4.46704369,7.93E-06,8.42E-05
AT2G15000,238.2834868,0.894682534,0.159758846,5.600206537,2.14E-08,4.35E-07
AT3G14940,586.6829359,0.894364199,0.161565287,5.53562103,3.10E-08,6.06E-07
AT4G27010,455.2162615,0.893972816,0.117690194,7.595983871,3.05E-14,1.57E-12
AT2G43820,1785.236654,0.893008449,0.284672689,3.136965655,0.001707061,0.00834251
AT4G13770,17987.9488,0.892677332,0.128856317,6.927695532,4.28E-12,1.72E-10
AT5G39660,159.0993956,0.891788331,0.260582391,3.42228931,0.000620962,0.003579996
AT3G59760,1427.943243,0.891251664,0.080778879,11.03322638,2.64E-28,5.00E-26
AT5G03270,32.44331597,0.890802942,0.282097206,3.15778718,0.001589716,0.00785414
AT1G09453,47.89700996,0.88960129,0.268739845,3.310269418,0.000932062,0.005058934
AT5G16420,137.2830091,0.889385399,0.141639902,6.27920088,3.40E-10,9.77E-09
AT1G53320,1711.442523,0.887655434,0.152699598,5.813082962,6.13E-09,1.36E-07
AT1G35710,851.9594376,0.887437374,0.181553047,4.888033478,1.02E-06,1.40E-05
AT4G01850,6438.985196,0.887393552,0.169210944,5.244303545,1.57E-07,2.59E-06
AT3G53670,744.8959073,0.886658535,0.109688824,8.08339901,6.30E-16,3.95E-14
AT4G35630,1082.685829,0.886267921,0.253854487,3.491243865,0.000480777,0.002879384
AT5G57150,762.2386427,0.886094448,0.191805033,4.619766401,3.84E-06,4.42E-05
AT5G11800,612.5701475,0.885658099,0.119156828,7.432709621,1.06E-13,5.16E-12
AT4G12720,848.2441427,0.884894098,0.138309435,6.397930086,1.57E-10,4.78E-09
AT5G42450,42.70254566,0.884787077,0.252965945,3.497652922,0.000469372,0.002822608
AT4G28910,1783.781658,0.883708059,0.145425536,6.076704834,1.23E-09,3.12E-08
AT4G07855,252.9520593,0.883398268,0.158932189,5.558334489,2.72E-08,5.42E-07
AT3G55560,341.1335561,0.882805137,0.175845176,5.02035459,5.16E-07,7.54E-06
AT4G04750,717.6342118,0.882444826,0.116446261,7.578129346,3.51E-14,1.79E-12
AT4G34630,1664.732585,0.881605433,0.132837873,6.636702412,3.21E-11,1.09E-09
AT4G23170,431.9604125,0.881341222,0.18290365,4.818609257,1.45E-06,1.91E-05
AT1G26770,1745.169482,0.881248184,0.278132687,3.168445225,0.001532566,0.007615101
AT1G23440,1111.408095,0.881205394,0.157544056,5.593390306,2.23E-08,4.50E-07
AT3G27420,346.2392345,0.881040251,0.130775429,6.7370473,1.62E-11,5.84E-10
AT5G39350,183.5427013,0.879197711,0.142262303,6.180117254,6.41E-10,1.73E-08
AT3G52870,1976.633587,0.879164765,0.137219131,6.407013085,1.48E-10,4.53E-09
AT4G09750,620.9812989,0.877904978,0.116439594,7.539574338,4.72E-14,2.37E-12
ath-miR863-3p,33.23026983,0.877848253,0.274564407,3.197239816,0.001387495,0.007019338
AT5G53750,247.2862644,0.877300774,0.268427237,3.268300131,0.001081956,0.005726722
AT1G16730,1537.298761,0.877230212,0.202162322,4.339236932,1.43E-05,0.000140598
AT1G68670,2352.60661,0.875812905,0.146294862,5.986627913,2.14E-09,5.19E-08
AT1G51950,1277.673031,0.875286848,0.15206049,5.756175389,8.60E-09,1.86E-07
AT4G11690,50.14767178,0.874757933,0.264692043,3.30481386,0.000950395,0.00514534
AT5G59080,806.3900319,0.874625591,0.179249149,4.87938489,1.06E-06,1.46E-05
AT3G01930,471.5809411,0.874249587,0.166546021,5.249297358,1.53E-07,2.53E-06
AT5G24430,415.7507711,0.874151916,0.179698906,4.864536674,1.15E-06,1.56E-05
AT5G46830,643.1058572,0.874038861,0.19102649,4.575485105,4.75E-06,5.36E-05
AT2G28650,105.9436032,0.873757407,0.216817855,4.029914458,5.58E-05,0.000454694
AT3G51660,1018.716695,0.87352079,0.171848103,5.083098244,3.71E-07,5.59E-06
AT5G52120,373.4072473,0.873316097,0.227148095,3.844699183,0.0001207,0.000888508
AT3G23370,49.10242248,0.869977322,0.241054276,3.609051613,0.000307318,0.001968198
AT2G39300,49.69899656,0.869681711,0.275632781,3.155218719,0.001603778,0.007910286
AT1G11960,406.3010857,0.869412015,0.190111763,4.573162653,4.80E-06,5.41E-05
AT2G47880,742.2293481,0.868994347,0.182488396,4.761915639,1.92E-06,2.42E-05
AT5G20670,174.5070396,0.868384617,0.216491688,4.011168404,6.04E-05,0.000487446
AT4G38060,614.2768792,0.867519089,0.177384007,4.890627421,1.01E-06,1.38E-05
AT1G59910,661.1312613,0.865548001,0.132249399,6.544816161,5.96E-11,1.95E-09
AT2G41490,427.9595905,0.86481081,0.141198185,6.124801199,9.08E-10,2.37E-08
AT3G21750,1100.690575,0.86441863,0.209897302,4.118293197,3.82E-05,0.000326338
AT4G06665,1383.918233,0.864240213,0.170962813,5.055135663,4.30E-07,6.39E-06
AT3G26960,761.9656171,0.863531636,0.120996623,7.136824297,9.55E-13,4.19E-11
AT5G13190,702.5786894,0.862728291,0.161302364,5.348516101,8.87E-08,1.56E-06
AT2G33210,1022.51484,0.862211316,0.0951303,9.063477291,1.26E-19,1.14E-17
AT5G61030,686.3163406,0.861611084,0.149262458,5.772456749,7.81E-09,1.70E-07
AT2G46310,362.4408775,0.861533906,0.168524876,5.11220613,3.18E-07,4.89E-06
AT5G18130,698.1312348,0.860589413,0.189265912,4.546985795,5.44E-06,6.02E-05
AT4G23190,104.7638179,0.859596509,0.212806663,4.039330809,5.36E-05,0.000438651
AT1G72510,1534.774995,0.859428603,0.159563485,5.386123303,7.20E-08,1.29E-06
AT1G69720,118.7093324,0.858847332,0.271540186,3.162873772,0.001562201,0.007737118
AT4G22790,173.5437476,0.858409407,0.154733708,5.547656148,2.90E-08,5.71E-07
AT2G25625,461.194876,0.858305958,0.115261306,7.446609703,9.58E-14,4.67E-12
AT1G22190,385.0609229,0.85811096,0.182798459,4.694300828,2.68E-06,3.22E-05
AT4G39530,69.96659604,0.857647825,0.223589517,3.835814109,0.000125149,0.000918373
AT1G56130,79.03228752,0.857456598,0.196206793,4.370167744,1.24E-05,0.000124611
AT3G13880,85.49807928,0.857184174,0.213532775,4.014297922,5.96E-05,0.00048147
AT5G23810,350.7122967,0.857113285,0.216718842,3.954955083,7.65E-05,0.000600035
AT5G60100,143.1342892,0.856262154,0.261603829,3.273125463,0.001063653,0.005648968
AT4G39030,245.4274366,0.856236895,0.162416911,5.271845703,1.35E-07,2.26E-06
AT5G57190,334.9835171,0.856212141,0.122178767,7.007863689,2.42E-12,9.99E-11
AT5G07340,2190.904611,0.855680552,0.126891265,6.743415729,1.55E-11,5.63E-10
AT4G39952,73.48787657,0.855674611,0.20384867,4.197597222,2.70E-05,0.000242869
AT1G30110,64.36118925,0.855602736,0.193464994,4.422519647,9.76E-06,0.000100926
AT3G22890,20188.97102,0.855331189,0.076076388,11.24305733,2.51E-29,5.20E-27
AT3G09795,790.7851339,0.855086613,0.124819603,6.850579484,7.36E-12,2.83E-10
AT2G28500,293.603418,0.854759986,0.260881936,3.276424577,0.001051304,0.005590982
AT2G28550,5324.886151,0.854201417,0.144225196,5.922692007,3.17E-09,7.45E-08
AT1G13410,69.77331774,0.853934721,0.232929389,3.666066892,0.00024631,0.001632296
AT3G56320,280.3881319,0.853513322,0.161687465,5.278784746,1.30E-07,2.18E-06
AT5G23850,245.980465,0.853280335,0.153890335,5.544729845,2.94E-08,5.78E-07
AT1G23830,42.2759395,0.853092519,0.234883181,3.631986399,0.000281248,0.001828696
AT4G25390,179.0017184,0.85206207,0.260613201,3.269450928,0.001077564,0.005712503
AT1G61600,356.1885675,0.851856641,0.160005544,5.323919527,1.02E-07,1.76E-06
AT3G08760,629.8967504,0.850432847,0.139631471,6.090552788,1.13E-09,2.88E-08
AT3G12770,77.34846153,0.849645085,0.218013424,3.897214542,9.73E-05,0.000743088
AT2G39725,81.87017173,0.846923387,0.204337849,4.144721059,3.40E-05,0.00029619
AT3G28640,72.14952929,0.846875685,0.191166727,4.430037061,9.42E-06,9.80E-05
AT1G19510,37.7079101,0.845825075,0.253164299,3.341012449,0.000834735,0.004596627
AT1G01140,2138.236836,0.844940108,0.117207579,7.20892039,5.64E-13,2.55E-11
AT4G14040,11514.6408,0.844861436,0.106845959,7.90728488,2.63E-15,1.54E-13
AT2G09735,883.7986008,0.844677369,0.096500877,8.753053763,2.08E-18,1.63E-16
AT3G28940,2471.860206,0.844548895,0.138442636,6.100352609,1.06E-09,2.73E-08
AT4G04790,182.1095639,0.844362709,0.15002255,5.628238621,1.82E-08,3.75E-07
AT3G24000,131.6663637,0.843757326,0.204844288,4.119018089,3.80E-05,0.000325581
AT3G01350,165.0675831,0.842979313,0.154924231,5.441236054,5.29E-08,9.78E-07
AT5G47070,313.7231291,0.842842872,0.181101851,4.653971595,3.26E-06,3.82E-05
AT1G16060,402.4015012,0.842722582,0.148459126,5.676461955,1.38E-08,2.90E-07
AT1G01720,1008.018944,0.842691344,0.225447461,3.737861314,0.000185592,0.001285118
AT5G43190,251.5655463,0.842536363,0.166328795,5.065487088,4.07E-07,6.08E-06
